Serotype,Stage,Feature,Pearson_r,Abs_r,P_value
IP2,deae,ev_pg_deae_up5_mean_duration_h,-0.3034,0.3034,0.1031
IP2,deae,deae_sensor_PIC_A1_std,0.3023,0.3023,0.1044
IP2,deae,deae_child2_xto_common_20x__27_1,-0.3014,0.3014,0.1055
IP2,deae,deae_child2_xto_prompt__17_1,-0.299,0.299,0.1084
IP2,deae,deae_child2_xto_control_20x__13_1,-0.2969,0.2969,0.1112
IP2,deae,deae_child2_xto_outlet_20x__5_1,-0.2969,0.2969,0.1112
IP2,deae,deae_child2_xto_outlet_20x__21_1,0.2967,0.2967,0.1114
IP2,deae,deae_child2_xto_control_20x__25_1,-0.2945,0.2945,0.1142
IP2,deae,deae_child2_xto_inline_201__22_1,-0.2945,0.2945,0.1142
IP2,deae,deae_child2_xto_common_20x__49_1,-0.2941,0.2941,0.1147
IP2,deae,deae_child2_xto_outlet_20x__19_1,-0.294,0.294,0.1147
IP2,deae,deae_child2_xto_common_20x__4_1,-0.2939,0.2939,0.1149
IP2,deae,deae_sensor_AI_A3_std,0.2887,0.2887,0.1217
IP2,deae,deae_child2_xto_common_20x__22_1,-0.2881,0.2881,0.1227
IP2,deae,deae_child2_xto_prompt__8_1,-0.2874,0.2874,0.1235
IP2,deae,deae_child2_xto_cip_201__6_1,-0.2863,0.2863,0.1251
IP2,deae,deae_child2_xto_common_20x__32_1,-0.2863,0.2863,0.1251
IP2,deae,deae_child2_xto_inlet_20x__15_1,-0.2835,0.2835,0.1289
IP2,deae,deae_child2_xto_outlet_20x__9_1,-0.2829,0.2829,0.1299
IP2,deae,deae_child2_xto_prompt__15_1,-0.2807,0.2807,0.133
IP2,deae,deae_child2_xto_inline_201__14_1,-0.2793,0.2793,0.135
IP2,deae,deae_child2_xto_init_20x__1_1,-0.2754,0.2754,0.1407
IP2,deae,deae_child2_xto_inlet_20x__8_1,0.2754,0.2754,0.1407
IP2,deae,deae_child2_xto_inline_201__18_1,0.2754,0.2754,0.1407
IP2,deae,deae_child2_xto_control_20x__21_1,-0.2745,0.2745,0.1421
IP2,deae,deae_child2_xto_inlet_20x__19_1,-0.2745,0.2745,0.1421
IP2,deae,deae_child2_xto_inline_201__19_1,-0.2745,0.2745,0.1421
IP2,deae,deae_child2_xto_control_20x__2_1,0.2742,0.2742,0.1425
IP2,deae,deae_child2_xto_common_20x__13_1,0.2724,0.2724,0.1453
IP2,deae,DEAE_DEAE - pH after adding,0.2633,0.2633,0.1598
IP2,deae,deae_child2_xto_alarm_201__2_1,-0.2614,0.2614,0.163
IP2,deae,deae_child2_xto_control_20x__4_1,-0.2614,0.2614,0.163
IP2,deae,deae_child2_xto_inlet_20x__5_1,-0.2614,0.2614,0.163
IP2,deae,deae_child2_xto_inline_201__7_1,-0.2614,0.2614,0.163
IP2,deae,deae_child2_xto_outlet_20x__8_1,-0.2614,0.2614,0.163
IP2,deae,deae_child2_xto_common_20x__56_1,-0.259,0.259,0.167
IP2,deae,deae_child2_xto_outlet_20x__7_1,0.2576,0.2576,0.1693
IP2,deae,deae_sub_pc1,0.2569,0.2569,0.1705
IP2,deae,deae_sensor_Accumulated Volume_min,0.2562,0.2562,0.1717
IP2,deae,deae_child2_xto_control_20x__32_1,-0.2555,0.2555,0.173
IP2,deae,ev_pg_deae_up5_std_duration_h,-0.2551,0.2551,0.1737
IP2,deae,deae_child2_xto_common_20x__30_1,-0.2535,0.2535,0.1764
IP2,deae,deae_child2_xto_inlet_20x__10_1,0.2489,0.2489,0.1848
IP2,deae,deae_child2_xto_common_20x__23_1,0.2486,0.2486,0.1853
IP2,deae,deae_child2_xto_control_20x__8_1,0.2486,0.2486,0.1853
IP2,deae,deae_sub_pc4,0.2462,0.2462,0.1897
IP2,deae,deae_child2_xto_inlet_20x__4_1,-0.2425,0.2425,0.1966
IP2,deae,deae_child2_xto_control_20x__33_1,-0.2384,0.2384,0.2046
IP2,deae,deae_child2_xto_inline_201__10_1,0.2384,0.2384,0.2046
IP2,deae,deae_child2_xto_init_20x__3_1,-0.2327,0.2327,0.2158
IP2,deae,deae_sensor_PIC_I1_max,0.231,0.231,0.2194
IP2,deae,deae_child2_xto_prompt__14_1,0.222,0.222,0.2383
IP2,deae,deae_sensor_MT_I2_OUT_min,-0.2207,0.2207,0.2412
IP2,deae,deae_child2_xto_alarm_201__6_1,-0.2204,0.2204,0.2419
IP2,deae,deae_child2_xto_prompt__12_1,0.2196,0.2196,0.2435
IP2,deae,deae_child2_xto_control_20x__23_1,-0.2171,0.2171,0.2493
IP2,deae,deae_child2_xto_common_20x__37_1,-0.2168,0.2168,0.2497
IP2,deae,deae_child2_xto_outlet_20x__15_1,-0.2166,0.2166,0.2503
IP2,deae,deae_child2_xto_inline_201__27_1,-0.2165,0.2165,0.2505
IP2,deae,deae_child2_xto_inlet_20x__16_1,-0.2163,0.2163,0.251
IP2,deae,deae_child2_xto_cip_201__5_1,-0.2154,0.2154,0.253
IP2,deae,deae_sensor_PIC_A1_mean,0.2131,0.2131,0.2581
IP2,deae,ev_pg_deae_up1_total_duration_h,0.2095,0.2095,0.2665
IP2,deae,ev_deae_up12_total_duration_h,0.2094,0.2094,0.2668
IP2,deae,deae_child2_xto_control_20x__24_1,-0.2093,0.2093,0.267
IP2,deae,deae_child2_xto_prompt__7_1,-0.2087,0.2087,0.2683
IP2,deae,deae_child2_xto_outlet_20x__4_1,0.2086,0.2086,0.2686
IP2,deae,deae_child2_xto_prompt__10_1,-0.2047,0.2047,0.2778
IP2,deae,deae_sensor_AI_A2_std,0.2013,0.2013,0.2861
IP2,deae,ev_pg_up4_mean_duration_h,-0.2008,0.2008,0.2873
IP2,deae,ev_pg_deae_up1_n_events,0.1987,0.1987,0.2924
IP2,deae,deae_child1_op12_batch_process_deae_1_1,-0.1974,0.1974,0.2958
IP2,deae,deae_child2_xto_cip_201__9_1,0.1952,0.1952,0.3012
IP2,deae,deae_child2_xto_common_20x__40_1,0.1952,0.1952,0.3012
IP2,deae,ev_deae_up12_n_events,0.1948,0.1948,0.3022
IP2,deae,deae_child2_xto_outlet_20x__13_1,-0.1933,0.1933,0.306
IP2,deae,deae_child2_xto_common_20x__35_1,-0.1914,0.1914,0.311
IP2,deae,deae_child2_xto_control_20x__20_1,-0.1907,0.1907,0.3128
IP2,deae,deae_child2_xto_inlet_20x__14_1,-0.1907,0.1907,0.3128
IP2,deae,deae_child2_xto_prompt__22_1,-0.1904,0.1904,0.3136
IP2,deae,DEAE_DEAE - equilibration conducti [mS/cm],0.1894,0.1894,0.3162
IP2,deae,deae_child2_xto_common_20x__5_1,0.1867,0.1867,0.3233
IP2,deae,deae_child2_xto_common_20x__36_1,-0.1852,0.1852,0.3272
IP2,deae,deae_child2_xto_control_20x__22_1,-0.1852,0.1852,0.3272
IP2,deae,deae_child2_xto_common_20x__34_1,0.1849,0.1849,0.328
IP2,deae,deae_child2_xto_control_20x__19_1,0.1849,0.1849,0.328
IP2,deae,deae_child2_xto_outlet_20x__24_1,0.1849,0.1849,0.328
IP2,deae,deae_child1_op13_user_request_2_1,-0.1828,0.1828,0.3337
IP2,deae,deae_child2_xto_inlet_20x__6_1,0.1816,0.1816,0.3368
IP2,deae,deae_child2_xto_inlet_20x__9_1,-0.1801,0.1801,0.341
IP2,deae,deae_child2_xto_control_20x__35_1,-0.1787,0.1787,0.3448
IP2,deae,DEAE_DEAE - Height of gel [Centimeter],0.1759,0.1759,0.3525
IP2,deae,DEAE_DEAE - Volume of gel [Liter],0.1759,0.1759,0.3525
IP2,deae,deae_sensor_UV Light_min,-0.1745,0.1745,0.3564
IP2,deae,deae_sensor_MT_I1_OUT_min,0.1741,0.1741,0.3575
IP2,deae,deae_sensor_MT_I2_OUT_std,-0.1733,0.1733,0.3599
IP2,deae,deae_sensor_RunCalc_UV_DuringHarvest_min,-0.1727,0.1727,0.3615
IP2,deae,deae_sensor_TI_A1_max,-0.1701,0.1701,0.3688
IP2,deae,deae_sub_pc2,-0.1664,0.1664,0.3795
IP2,deae,deae_sensor_TI_A1_std,-0.1656,0.1656,0.3818
IP2,deae,deae_sensor_TI_A1_mean,-0.1652,0.1652,0.3831
IP2,deae,deae_sensor_MT_I2_OUT_mean,-0.1633,0.1633,0.3887
IP2,deae,deae_child2_xto_control_20x__34_1,-0.16,0.16,0.3983
IP2,deae,ev_pg_up4_total_duration_h,-0.1584,0.1584,0.4031
IP2,deae,deae_child2_xto_outlet_20x__3_1,0.1578,0.1578,0.405
IP2,deae,deae_child2_xto_common_20x__16_1,-0.1567,0.1567,0.4082
IP2,deae,deae_sub_pc3,-0.1562,0.1562,0.4099
IP2,deae,deae_child2_xto_alarm_201__3_1,-0.156,0.156,0.4105
IP2,deae,DEAE_DEAE - Stock duration pool PG,-0.1555,0.1555,0.412
IP2,deae,deae_child2_xto_common_20x__26_1,-0.1552,0.1552,0.413
IP2,deae,deae_child2_xto_inlet_20x__3_1,-0.1548,0.1548,0.4142
IP2,deae,deae_child2_xto_inline_201__6_1,-0.1548,0.1548,0.4142
IP2,deae,deae_child2_xto_control_20x__29_1,-0.1543,0.1543,0.4156
IP2,deae,deae_child2_xto_control_20x__12_1,-0.1527,0.1527,0.4206
IP2,deae,ev_pg_up4_std_duration_h,-0.148,0.148,0.4351
IP2,deae,deae_child2_xto_outlet_20x__20_1,-0.1475,0.1475,0.4367
IP2,deae,deae_sensor_RunCalc_UV_ForIntegral_v2_mean,-0.1467,0.1467,0.4392
IP2,deae,DEAE_DEAE - Hydratation duration [Minute],0.1461,0.1461,0.4411
IP2,deae,deae_child2_xto_common_20x__24_1,0.1461,0.1461,0.441
IP2,deae,deae_sensor_Accumulated Volume_std,0.1449,0.1449,0.4449
IP2,deae,deae_child2_xto_inlet_20x__11_1,0.1446,0.1446,0.4457
IP2,deae,deae_child2_xto_prompt__11_1,0.1444,0.1444,0.4465
IP2,deae,deae_child2_xto_control_20x__9_1,0.1443,0.1443,0.4468
IP2,deae,deae_sensor_TI_A1_min,0.1371,0.1371,0.4701
IP2,deae,deae_child2_xto_alarm_201__5_1,-0.1305,0.1305,0.492
IP2,deae,deae_sensor_UV Light_max,0.1292,0.1292,0.4961
IP2,deae,deae_sensor_RunCalc_UV_DuringHarvest_max,0.1291,0.1291,0.4965
IP2,deae,deae_sensor_PIC_I1_std,0.1273,0.1273,0.5026
IP2,deae,deae_child2_xto_common_20x__39_1,-0.1271,0.1271,0.5033
IP2,deae,deae_child2_xto_outlet_20x__18_1,-0.1271,0.1271,0.5035
IP2,deae,deae_child2_xto_control_20x__26_1,-0.1268,0.1268,0.5044
IP2,deae,deae_child2_xto_common_20x__28_1,-0.1256,0.1256,0.5086
IP2,deae,deae_sensor_PIC_I1_min,-0.1242,0.1242,0.5132
IP2,deae,deae_sensor_PIC_I1_OUT_min,0.1238,0.1238,0.5145
IP2,deae,deae_child2_xto_prompt__13_1,-0.1195,0.1195,0.5295
IP2,deae,deae_sensor_AI_A1_mean,0.1186,0.1186,0.5324
IP2,deae,deae_child2_xto_prompt__20_1,-0.1148,0.1148,0.5457
IP2,deae,deae_child2_xto_prompt__4_1,-0.1112,0.1112,0.5586
IP2,deae,deae_sensor_FIC_C11_min,-0.111,0.111,0.5593
IP2,deae,deae_child2_xto_inlet_20x__20_1,-0.1096,0.1096,0.5643
IP2,deae,ev_pg_deae_up1_max_duration_h,0.1085,0.1085,0.5681
IP2,deae,ev_deae_up12_max_duration_h,0.1085,0.1085,0.5681
IP2,deae,deae_sensor_TA_A2_HETP_mean,-0.1035,0.1035,0.5863
IP2,deae,deae_sensor_TA_A2_HETP_min,-0.1035,0.1035,0.5863
IP2,deae,deae_sensor_TA_A2_HETP_max,-0.1035,0.1035,0.5863
IP2,deae,deae_child2_xto_prompt__5_1,0.101,0.101,0.5953
IP2,deae,deae_sensor_AI_A1_std,0.0984,0.0984,0.6048
IP2,deae,deae_sub_pc5,0.0956,0.0956,0.6154
IP2,deae,deae_child2_xto_prompt__6_1,0.0927,0.0927,0.6262
IP2,deae,deae_sensor_PI_A2_max,0.0922,0.0922,0.628
IP2,deae,deae_child2_xto_cip_201__11_1,0.092,0.092,0.6289
IP2,deae,deae_child2_xto_common_20x__46_1,0.092,0.092,0.6288
IP2,deae,deae_child2_xto_control_20x__16_1,0.092,0.092,0.6287
IP2,deae,deae_child2_xto_inlet_20x__12_1,0.092,0.092,0.6289
IP2,deae,deae_child2_xto_outlet_20x__10_1,0.0919,0.0919,0.6289
IP2,deae,deae_sensor_TI_A2_std,-0.0912,0.0912,0.6318
IP2,deae,ev_pg_up4_max_duration_h,-0.0906,0.0906,0.6339
IP2,deae,deae_sensor_Accumulated Volume_max,0.0902,0.0902,0.6355
IP2,deae,deae_child2_xto_cip_201__4_1,0.0901,0.0901,0.636
IP2,deae,deae_sensor_RunCalc_UV_ForIntegral_v2_std,-0.0897,0.0897,0.6372
IP2,deae,DEAE_DEAE - equilibration pH delta,0.0888,0.0888,0.6407
IP2,deae,deae_sensor_PI_A2_std,0.0877,0.0877,0.6451
IP2,deae,deae_child2_xto_init_20x__2_1,0.0844,0.0844,0.6575
IP2,deae,deae_child2_xto_inline_201__23_1,0.0813,0.0813,0.6693
IP2,deae,deae_sensor_TA_A2_ASYM_mean,0.0807,0.0807,0.6716
IP2,deae,deae_sensor_TA_A2_ASYM_min,0.0807,0.0807,0.6716
IP2,deae,deae_sensor_TA_A2_ASYM_max,0.0807,0.0807,0.6716
IP2,deae,deae_child2_xto_outlet_20x__6_1,-0.0807,0.0807,0.6714
IP2,deae,deae_child2_xto_common_20x__15_1,-0.0776,0.0776,0.6838
IP2,deae,deae_sensor_TI_A2_max,-0.0773,0.0773,0.6848
IP2,deae,deae_child2_xto_common_20x__57_1,0.0766,0.0766,0.6875
IP2,deae,deae_child2_xto_prompt__16_1,0.0766,0.0766,0.6874
IP2,deae,deae_child2_xto_inlet_20x__17_1,0.0762,0.0762,0.6889
IP2,deae,deae_child2_xto_control_20x__31_1,0.075,0.075,0.6938
IP2,deae,deae_child2_xto_inline_201__16_1,0.075,0.075,0.6938
IP2,deae,deae_child2_xto_outlet_20x__16_1,0.075,0.075,0.6938
IP2,deae,deae_child2_xto_prompt__9_1,0.0736,0.0736,0.6991
IP2,deae,deae_sensor_AI_A3_min,0.0725,0.0725,0.7035
IP2,deae,deae_sensor_RunCalc_UV_ForIntegral_v2_max,-0.0707,0.0707,0.7104
IP2,deae,deae_child2_xto_control_20x__27_1,0.0695,0.0695,0.7151
IP2,deae,deae_sensor_AI_A3_max,0.0679,0.0679,0.7216
IP2,deae,deae_child2_xto_alarm_201__8_1,0.0664,0.0664,0.7274
IP2,deae,deae_sensor_AI_A2_max,0.0654,0.0654,0.7315
IP2,deae,DEAE_DEAE - volume HCl [ml],-0.0645,0.0645,0.7348
IP2,deae,deae_sensor_PI_A2_mean,0.0568,0.0568,0.7655
IP2,deae,deae_child2_xto_prompt__21_1,0.0567,0.0567,0.7661
IP2,deae,deae_child2_xto_inline_201__8_1,-0.0556,0.0556,0.7704
IP2,deae,deae_sensor_MT_I1_OUT_max,0.0513,0.0513,0.7877
IP2,deae,deae_child2_xto_alarm_201__4_1,-0.0509,0.0509,0.7892
IP2,deae,ev_pg_up4_n_events,0.0499,0.0499,0.7934
IP2,deae,deae_sensor_PIC_I1_mean,0.0495,0.0495,0.795
IP2,deae,ev_pg_deae_up5_n_events,-0.0486,0.0486,0.7985
IP2,deae,deae_sensor_TI_A2_mean,-0.0477,0.0477,0.8024
IP2,deae,deae_child2_xto_common_20x__29_1,-0.0452,0.0452,0.8124
IP2,deae,deae_sensor_RunCalc_UV_DuringHarvest_mean,0.0451,0.0451,0.8131
IP2,deae,deae_sensor_AI_A2_min,0.0439,0.0439,0.8177
IP2,deae,deae_sensor_FIC_C11_max,-0.0439,0.0439,0.8177
IP2,deae,deae_sensor_AI_A1_max,0.0431,0.0431,0.8211
IP2,deae,ev_deae_up12_mean_duration_h,0.0431,0.0431,0.821
IP2,deae,ev_pg_deae_up1_mean_duration_h,0.0396,0.0396,0.8355
IP2,deae,deae_sensor_XV-O1_ZSO_mean,-0.0361,0.0361,0.8496
IP2,deae,deae_sensor_PIC_I1_OUT_mean,0.0359,0.0359,0.8506
IP2,deae,deae_child2_xto_common_20x__42_1,0.0278,0.0278,0.8843
IP2,deae,deae_sensor_TI_A2_min,-0.0272,0.0272,0.8866
IP2,deae,deae_sensor_MT_I1_OUT_std,-0.0268,0.0268,0.8881
IP2,deae,deae_child2_xto_control_20x__7_1,-0.0254,0.0254,0.8938
IP2,deae,deae_sensor_XV-O1_ZSO_std,0.0243,0.0243,0.8987
IP2,deae,ev_pg_deae_up5_total_duration_h,0.02,0.02,0.9165
IP2,deae,deae_sensor_UV Light_mean,0.0195,0.0195,0.9187
IP2,deae,ev_deae_up12_std_duration_h,0.0175,0.0175,0.9268
IP2,deae,deae_child2_xto_alarm_201__7_1,0.0173,0.0173,0.9278
IP2,deae,deae_child2_xto_control_20x__15_1,0.0173,0.0173,0.9279
IP2,deae,deae_child2_xto_inlet_20x__18_1,0.0173,0.0173,0.9279
IP2,deae,deae_child2_xto_inline_201__28_1,0.0173,0.0173,0.9279
IP2,deae,deae_sensor_Accumulated Volume_mean,-0.0172,0.0172,0.9282
IP2,deae,deae_child2_xto_outlet_20x__17_1,0.0172,0.0172,0.9279
IP2,deae,deae_child2_xto_control_20x__36_1,-0.017,0.017,0.9289
IP2,deae,deae_sensor_UV Elution_std,-0.0162,0.0162,0.9325
IP2,deae,ev_pg_deae_up1_std_duration_h,0.0151,0.0151,0.9368
IP2,deae,deae_child2_xto_prompt__1_1,0.0139,0.0139,0.9417
IP2,deae,deae_sensor_RunCalc_UV_DuringHarvest_std,0.0133,0.0133,0.9443
IP2,deae,DEAE_DPV - pH M199,-0.0132,0.0132,0.945
IP2,deae,deae_sensor_PIC_I1_OUT_std,0.0108,0.0108,0.9548
IP2,deae,deae_sensor_FIC_C11_mean,-0.0106,0.0106,0.9557
IP2,deae,deae_sensor_FIC_C11_std,0.0076,0.0076,0.9681
IP2,deae,deae_sensor_UV Elution_mean,0.0073,0.0073,0.9694
IP2,deae,deae_sensor_MT_I1_OUT_mean,-0.0059,0.0059,0.9752
IP2,deae,deae_child2_xto_prompt__3_1,0.0048,0.0048,0.98
IP2,deae,deae_sensor_UV Light_std,0.004,0.004,0.9834
IP2,deae,deae_child2_xto_inline_201__13_1,0.0034,0.0034,0.9858
IP2,deae,deae_child2_xto_common_20x__25_1,-0.0007,0.0007,0.9971
IP2,deae,deae_child2_xto_control_20x__11_1,-0.0007,0.0007,0.9971
IP2,pg,pg_sensor_PI_A2_mean,0.4567,0.4567,0.0112
IP2,pg,pg_sensor_PIC_I1_std,0.4559,0.4559,0.0114
IP2,pg,pg_child2_xto_outlet_20x__15_1,0.455,0.455,0.0115
IP2,pg,PG_PG - Ag total,0.4499,0.4499,0.0126
IP2,pg,PG_004 PG - Ag content Elisa [DU/ml],0.4463,0.4463,0.0134
IP2,pg,pg_child2_xto_cip_201__9_1,0.4267,0.4267,0.0187
IP2,pg,pg_child2_xto_common_20x__35_1,0.4181,0.4181,0.0215
IP2,pg,pg_child2_xto_control_20x__20_1,0.4181,0.4181,0.0215
IP2,pg,pg_child2_xto_common_20x__29_1,0.4101,0.4101,0.0244
IP2,pg,pg_sensor_TI_A1_mean,-0.4079,0.4079,0.0252
IP2,pg,pg_child2_xto_inline_201__13_1,0.3992,0.3992,0.0289
IP2,pg,pg_child2_xto_control_20x__11_1,0.3986,0.3986,0.0291
IP2,pg,pg_sensor_PIC_A1_mean,0.3982,0.3982,0.0293
IP2,pg,pg_child2_xto_common_20x__25_1,0.3977,0.3977,0.0295
IP2,pg,pg_sensor_TI_A2_mean,-0.3932,0.3932,0.0316
IP2,pg,pg_child2_xto_outlet_20x__14_1,0.3891,0.3891,0.0336
IP2,pg,pg_sensor_PIC_I1_mean,0.3806,0.3806,0.038
IP2,pg,pg_child2_xto_control_20x__8_1,0.3699,0.3699,0.0442
IP2,pg,pg_child2_xto_common_20x__23_1,0.3696,0.3696,0.0444
IP2,pg,pg_child2_xto_common_20x__32_1,0.3694,0.3694,0.0445
IP2,pg,pg_child2_xto_inlet_20x__10_1,0.3692,0.3692,0.0447
IP2,pg,pg_child2_xto_control_20x__7_1,0.3689,0.3689,0.0449
IP2,pg,pg_child2_xto_inlet_20x__6_1,0.3689,0.3689,0.0449
IP2,pg,pg_child2_xto_inlet_20x__19_1,0.3688,0.3688,0.0449
IP2,pg,pg_child2_xto_prompt__14_1,0.3687,0.3687,0.045
IP2,pg,pg_child2_xto_alarm_201__3_1,0.3668,0.3668,0.0462
IP2,pg,pg_child2_xto_common_20x__27_1,0.3661,0.3661,0.0466
IP2,pg,pg_child2_xto_control_20x__13_1,0.3661,0.3661,0.0466
IP2,pg,pg_sensor_TI_A1_std,-0.3607,0.3607,0.0502
IP2,pg,pg_child2_xto_common_20x__36_1,0.3593,0.3593,0.0512
IP2,pg,pg_child2_xto_cip_201__6_1,0.3592,0.3592,0.0513
IP2,pg,pg_child2_xto_common_20x__38_1,0.3592,0.3592,0.0513
IP2,pg,pg_child2_xto_control_20x__23_1,0.3592,0.3592,0.0512
IP2,pg,pg_child2_xto_control_20x__25_1,0.3592,0.3592,0.0512
IP2,pg,pg_child2_xto_outlet_20x__16_1,0.3592,0.3592,0.0512
IP2,pg,pg_child2_xto_outlet_20x__17_1,0.3592,0.3592,0.0512
IP2,pg,pg_child2_xto_cip_201__7_1,0.3591,0.3591,0.0513
IP2,pg,pg_child2_xto_common_20x__39_1,0.3591,0.3591,0.0513
IP2,pg,pg_child2_xto_control_20x__26_1,0.3591,0.3591,0.0513
IP2,pg,pg_child2_xto_inlet_20x__12_1,0.3591,0.3591,0.0513
IP2,pg,pg_sensor_PI_A2_std,0.359,0.359,0.0514
IP2,pg,pg_child2_xto_control_20x__21_1,0.359,0.359,0.0514
IP2,pg,pg_child2_xto_common_20x__40_1,0.3585,0.3585,0.0517
IP2,pg,pg_child2_xto_control_20x__27_1,0.3585,0.3585,0.0517
IP2,pg,pg_child2_xto_inline_201__10_1,0.3573,0.3573,0.0526
IP2,pg,pg_child2_xto_common_20x__21_1,0.357,0.357,0.0528
IP2,pg,pg_child2_xto_control_20x__6_1,0.357,0.357,0.0528
IP2,pg,pg_child2_xto_inline_201__5_1,0.357,0.357,0.0528
IP2,pg,pg_child2_xto_outlet_20x__4_1,0.3555,0.3555,0.0538
IP2,pg,pg_sensor_AI_A2_mean,-0.3521,0.3521,0.0563
IP2,pg,pg_child2_xto_common_20x__28_1,0.3507,0.3507,0.0575
IP2,pg,pg_child2_xto_control_20x__14_1,0.3507,0.3507,0.0574
IP2,pg,pg_child2_xto_outlet_20x__2_1,0.3486,0.3486,0.059
IP2,pg,pg_child2_xto_inline_201__9_1,0.347,0.347,0.0603
IP2,pg,pg_child2_xto_cip_201__2_1,0.3463,0.3463,0.0608
IP2,pg,pg_child2_xto_common_20x__11_1,0.3457,0.3457,0.0613
IP2,pg,pg_child2_xto_common_20x__34_1,0.3453,0.3453,0.0616
IP2,pg,pg_child2_xto_control_20x__19_1,0.3453,0.3453,0.0616
IP2,pg,pg_child2_xto_inlet_20x__7_1,0.3445,0.3445,0.0623
IP2,pg,pg_child2_xto_outlet_20x__5_1,0.3439,0.3439,0.0628
IP2,pg,pg_child2_xto_alarm_201__7_1,0.3436,0.3436,0.063
IP2,pg,pg_child2_xto_inline_201__16_1,0.3436,0.3436,0.063
IP2,pg,pg_sensor_AI_A2_std,-0.3413,0.3413,0.0649
IP2,pg,pg_child2_xto_common_20x__12_1,0.3368,0.3368,0.0688
IP2,pg,pg_child2_xto_outlet_20x__12_1,0.3353,0.3353,0.0701
IP2,pg,pg_child2_xto_control_20x__29_1,0.3344,0.3344,0.0708
IP2,pg,pg_child2_xto_inlet_20x__16_1,0.3341,0.3341,0.0711
IP2,pg,pg_child2_xto_inline_201__6_1,0.3341,0.3341,0.0711
IP2,pg,pg_child2_xto_common_20x__2_1,0.3314,0.3314,0.0736
IP2,pg,pg_child2_xto_inline_201__12_1,0.3314,0.3314,0.0736
IP2,pg,pg_child2_xto_control_20x__10_1,0.3307,0.3307,0.0743
IP2,pg,pg_sensor_AI_A3_min,0.3228,0.3228,0.0819
IP2,pg,pg_child2_xto_cip_201__5_1,0.3213,0.3213,0.0834
IP2,pg,pg_child2_xto_common_20x__24_1,0.3202,0.3202,0.0845
IP2,pg,pg_child1_op13_user_request_2_1,0.3198,0.3198,0.0849
IP2,pg,pg_child2_xto_control_20x__9_1,0.3188,0.3188,0.0859
IP2,pg,pg_child2_xto_inlet_20x__11_1,0.3188,0.3188,0.0859
IP2,pg,pg_sensor_PIC_I1_OUT_mean,0.3141,0.3141,0.0909
IP2,pg,pg_sensor_AI_A1_min,-0.3119,0.3119,0.0933
IP2,pg,pg_child2_xto_common_20x__16_1,0.3097,0.3097,0.0959
IP2,pg,pg_child2_xto_inline_201__8_1,0.2991,0.2991,0.1083
IP2,pg,pg_child2_xto_common_20x__42_1,0.2937,0.2937,0.1152
IP2,pg,pg_child2_xto_inlet_20x__17_1,0.2937,0.2937,0.1152
IP2,pg,pg_child2_xto_outlet_20x__9_1,0.2895,0.2895,0.1208
IP2,pg,pg_sensor_PI_A2_max,0.2879,0.2879,0.1228
IP2,pg,pg_child2_xto_inline_201__11_1,0.2841,0.2841,0.1281
IP2,pg,pg_child2_xto_alarm_201__8_1,0.2815,0.2815,0.1319
IP2,pg,pg_sensor_PIC_I1_OUT_min,0.2812,0.2812,0.1322
IP2,pg,pg_child2_xto_control_20x__15_1,0.2805,0.2805,0.1333
IP2,pg,pg_sensor_MT_I2_OUT_std,-0.2796,0.2796,0.1345
IP2,pg,pg_sensor_AI_A3_std,-0.2759,0.2759,0.14
IP2,pg,pg_child2_xto_inlet_20x__4_1,0.2754,0.2754,0.1407
IP2,pg,pg_child2_xto_prompt__2_1,0.2727,0.2727,0.1449
IP2,pg,pg_sensor_PI_A2_min,0.2713,0.2713,0.147
IP2,pg,pg_sensor_AI_A2_min,-0.2614,0.2614,0.1629
IP2,pg,pg_child2_xto_cip_201__4_1,0.2589,0.2589,0.1671
IP2,pg,pg_sensor_MT_I1_OUT_max,-0.2588,0.2588,0.1673
IP2,pg,pg_child2__gen_get_val_15__1_1,0.2531,0.2531,0.1772
IP2,pg,pg_sub_pc4,0.2516,0.2516,0.1799
IP2,pg,pg_sub_pc1,0.2501,0.2501,0.1826
IP2,pg,pg_sub_pc2,0.2499,0.2499,0.183
